45000,Strark,ios web,Paid,1/17/16,1/29/16,1/31/16,Lexus,CT,2012.0,
45001,Strark,ios web,Paid,1/26/16,1/26/16,,,,,
45002,Berton,ios web,Organic,1/26/16,2/12/16,,,,,
45003,Strark,,Referral,1/11/16,1/14/16,,,,,
45004,Strark,android web,Referral,1/14/16,2/4/16,2/14/16,Volvo,S60,2001.0,
45005,Strark,android web,Paid,1/12/16,,,,,,
45006,Strark,ios web,Paid,1/3/16,,,,,,
45007,Strark,,Referral,1/27/16,1/29/16,,,,,
45008,Berton,windows,Paid,1/9/16,,,,,,
45009,Strark,other,Paid,1/14/16,2/14/16,,,,,
45010,Berton,android web,Referral,1/25/16,2/4/16,,,,,
45011,Berton,other,Paid,1/17/16,,,,,,
45012,Strark,ios web,Organic,1/14/16,1/16/16,,,,,
45013,Berton,mac,Paid,1/5/16,1/5/16,1/5/16,Honda,Accord,2004.0,1/10/16
45014,Strark,ios web,Paid,1/30/16,2/9/16,2/9/16,Toyota,RAV4,2004.0,
45015,Wrouver,ios web,Referral,1/25/16,2/8/16,2/27/16,Toyota,Prius+,2013.0,
45016,Strark,ios web,Referral,1/4/16,,,,,,
45017,Strark,android web,Referral,1/12/16,1/15/16,1/18/16,Mitsubishi,Lancer,2006.0,
45018,Strark,windows,Referral,1/7/16,1/19/16,1/26/16,Lexus,RX,2006.0,
45019,Strark,ios web,Referral,1/12/16,1/15/16,,,,,
45020,Berton,mac,Organic,1/2/16,,,,,,
45021,Strark,other,Paid,1/29/16,1/31/16,2/4/16,BMW,3-series,2007.0,2/6/16
45022,Berton,android web,Paid,1/29/16,,,,,,
45023,Wrouver,ios web,Paid,1/16/16,,,,,,
45024,Strark,,Organic,1/26/16,,,,,,
45025,Berton,mac,Referral,1/14/16,1/15/16,2/7/16,Audi,Q5,2013.0,
45026,Strark,ios web,Paid,1/21/16,,,,,,
45027,Berton,windows,Paid,1/16/16,1/16/16,1/21/16,Subaru,Forester,2014.0,1/21/16
45028,Berton,ios web,Organic,1/21/16,1/22/16,,,,,
45029,Strark,,Referral,1/10/16,,,,,,
45030,Berton,ios web,Paid,1/13/16,2/1/16,2/9/16,Ford,Explorer,2002.0,
45031,Strark,windows,Paid,1/18/16,1/24/16,,,,,
45032,Berton,android web,Paid,1/16/16,,,,,,
45033,Berton,windows,Organic,1/16/16,1/25/16,,,,,
45034,Strark,ios web,Referral,1/2/16,1/26/16,,,,,
45035,Strark,,Organic,1/28/16,,,,,,
45036,Strark,ios web,Organic,1/20/16,2/9/16,,,,,
45037,Strark,ios web,Organic,1/17/16,2/17/16,,,,,
45038,Strark,android web,Paid,1/7/16,2/5/16,,,,,
45039,Berton,android web,Referral,1/8/16,,,,,,
45040,Strark,android web,Paid,1/6/16,,,,,,
45041,Strark,,Organic,1/24/16,,2/14/16,Toyota,Prius V,2016.0,
45042,Strark,android web,Organic,1/5/16,1/5/16,,,,,
45043,Berton,ios web,Organic,1/13/16,1/13/16,,,,,
45044,Berton,mac,Paid,1/8/16,1/9/16,,,,,
