27000,Berton,windows,Paid,1/1/16,1/14/16,,,,,
27001,Strark,android web,Paid,1/15/16,1/27/16,,,,,
27002,Berton,android web,Paid,1/15/16,1/20/16,,,,,
27003,Berton,,Referral,1/6/16,,,,,,
27004,Strark,mac,Paid,1/13/16,1/26/16,,,,,
27005,Berton,other,Paid,1/5/16,1/5/16,,,,,
27006,Berton,android web,Paid,1/13/16,,,,,,
27007,Strark,android web,Paid,1/6/16,1/12/16,,,,,
27008,Berton,windows,Paid,1/15/16,1/17/16,2/2/16,Honda,Civic,2012.0,2/13/16
27009,Wrouver,other,Paid,1/6/16,1/6/16,,,,,1/21/16
27010,Strark,mac,Referral,1/4/16,1/13/16,1/19/16,Chevrolet,Suburban,2015.0,
27011,Strark,windows,Paid,1/26/16,2/8/16,,,,,
27012,Strark,android web,Paid,1/10/16,,,,,,
27013,Berton,android web,Referral,1/27/16,2/11/16,,,,,
27014,Berton,android web,Paid,1/6/16,1/7/16,,,,,
27015,Strark,,Organic,1/15/16,1/26/16,,,,,
27016,Berton,ios web,Referral,1/14/16,1/14/16,,,,,
27017,Strark,,Organic,1/27/16,2/2/16,,,,,
27018,Strark,android web,Organic,1/5/16,1/7/16,1/13/16,Ford,Edge,2013.0,
27019,Berton,other,Referral,1/17/16,1/19/16,,,,,
27020,Berton,ios web,Referral,1/4/16,1/4/16,1/15/16,Subaru,Forester,2012.0,1/18/16
27021,Strark,ios web,Referral,1/25/16,1/25/16,1/27/16,Mercedes-Benz,C-Class,2010.0,2/15/16
27022,Strark,mac,Referral,1/12/16,1/20/16,2/1/16,Toyota,Sienna,2012.0,2/1/16
27023,Strark,android web,Paid,1/2/16,2/11/16,,,,,
27024,Berton,android web,Paid,1/13/16,,1/30/16,Kia,Optima,2013.0,
27025,Berton,ios web,Referral,1/24/16,1/26/16,,,,,
27026,Strark,,Referral,1/19/16,,,,,,
27027,Berton,windows,Paid,1/20/16,1/23/16,1/24/16,Mazda,MAZDA3,2013.0,1/29/16
27028,Strark,windows,Organic,1/4/16,1/10/16,2/22/16,Ford,Fusion,2009.0,
27029,Strark,android web,Organic,1/11/16,1/18/16,2/3/16,BMW,3-series,2002.0,
27030,Strark,windows,Paid,1/8/16,1/13/16,,,,,
27031,Berton,android web,Paid,1/9/16,,,,,,
27032,Strark,android web,Referral,1/17/16,1/24/16,1/24/16,Honda,Accord,2007.0,1/25/16
27033,Strark,ios web,Paid,1/12/16,1/25/16,1/25/16,Hyundai,Elantra,2015.0,2/3/16
27034,Strark,,Referral,1/7/16,,,,,,
27035,Strark,ios web,Referral,1/4/16,,,,,,
27036,Wrouver,,Referral,1/25/16,2/4/16,,,,,
27037,Berton,windows,Paid,1/4/16,1/4/16,1/11/16,Toyota,Prius V,2015.0,1/29/16
27038,Strark,,Referral,1/5/16,,,,,,
27039,Strark,android web,Referral,1/4/16,1/12/16,,,,,
27040,Strark,mac,Paid,1/5/16,1/5/16,,,,,
27041,Strark,,Referral,1/9/16,,,,,,
27042,Strark,ios web,Paid,1/28/16,2/3/16,,,,,
27043,Strark,mac,Paid,1/13/16,1/28/16,,,,,
27044,Strark,,Organic,1/21/16,,,,,,
27045,Strark,android web,Paid,1/3/16,,,,,,
27046,Strark,android web,Organic,1/15/16,1/15/16,,,,,1/16/16
27047,Strark,windows,Referral,1/27/16,2/15/16,2/22/16,Honda,CR-V,2015.0,
27048,Strark,other,Referral,1/13/16,2/27/16,,,,,
27049,Strark,android web,Paid,1/6/16,1/13/16,,,,,
27050,Wrouver,android web,Paid,1/23/16,1/28/16,2/10/16,BMW,3-series,2006.0,
27051,Strark,,Referral,1/9/16,,,,,,
27052,Berton,ios web,Referral,1/5/16,,,,,,
27053,Strark,other,Paid,1/22/16,2/3/16,,,,,
27054,Berton,ios web,Referral,1/24/16,2/1/16,,,,,
27055,Strark,mac,Organic,1/10/16,1/17/16,1/18/16,Honda,Civic,2014.0,1/19/16
27056,Strark,android web,Organic,1/6/16,1/14/16,,,,,
27057,Strark,android web,Referral,1/3/16,1/9/16,1/11/16,Mazda,CX-9,2015.0,1/12/16
27058,Wrouver,,Organic,1/23/16,,,,,,
27059,Wrouver,other,Paid,1/28/16,2/3/16,,,,,
27060,Strark,ios web,Paid,1/5/16,1/13/16,,,,,
