9000,Strark,mac,Referral,1/7/16,1/14/16,1/17/16,Nissan,LEAF,2013.0,1/20/16
9001,Strark,windows,Organic,1/13/16,1/18/16,1/20/16,Ford,Edge,2015.0,
9002,Berton,mac,Referral,1/15/16,1/17/16,,,,,
9003,Strark,mac,Referral,1/20/16,2/12/16,,,,,
9004,Strark,,Referral,1/8/16,,,,,,
9005,Strark,mac,Paid,1/5/16,,,,,,
9006,Wrouver,ios web,Referral,1/7/16,1/20/16,2/21/16,Toyota,Corolla,2006.0,
9007,Strark,android web,Referral,1/19/16,1/20/16,1/23/16,Mercedes-Benz,E-Class,2015.0,2/3/16
9008,Wrouver,ios web,Paid,1/23/16,,,,,,
9009,Berton,android web,Paid,1/4/16,1/12/16,2/2/16,Chevrolet,HHR,2011.0,
9010,Wrouver,android web,Referral,1/21/16,2/26/16,2/28/16,Toyota,Prius+,2010.0,
9011,Berton,windows,Paid,1/9/16,1/11/16,1/12/16,Mercedes-Benz,C-Class,2013.0,1/13/16
9012,Wrouver,windows,Organic,1/26/16,1/27/16,2/9/16,Subaru,Forester,2006.0,
9013,Strark,android web,Paid,1/8/16,1/14/16,,,,,
9014,Wrouver,ios web,Paid,1/28/16,2/7/16,,,,,
9015,Berton,ios web,Referral,1/29/16,2/13/16,,,,,
9016,Strark,windows,Referral,1/28/16,2/2/16,,,,,
9017,Strark,,Referral,1/7/16,1/9/16,,,,,
9018,Strark,other,Paid,1/28/16,2/23/16,2/27/16,Lexus,RX,2012.0,
9019,Berton,ios web,Referral,1/21/16,1/23/16,1/26/16,Subaru,XV Crosstrek,2014.0,
9020,Strark,windows,Paid,1/4/16,1/4/16,1/4/16,Toyota,Camry,2009.0,1/5/16
9021,Strark,ios web,Referral,1/21/16,1/22/16,1/24/16,Honda,HR-V,2016.0,1/24/16
9022,Berton,ios web,Referral,1/18/16,1/24/16,,,,,
9023,Berton,ios web,Referral,1/5/16,1/21/16,1/29/16,Mazda,MAZDA3,2007.0,
9024,Berton,ios web,Referral,1/20/16,2/15/16,,,,,
9025,Strark,windows,Paid,1/29/16,2/12/16,2/13/16,BMW,4-series Gran Coupe,2015.0,
9026,Strark,android web,Paid,1/12/16,,,,,,
9027,Strark,,Organic,1/21/16,,,,,,
9028,Strark,,Organic,1/12/16,,,,,,
9029,Wrouver,android web,Paid,1/24/16,1/26/16,,,,,
9030,Strark,android web,Paid,1/1/16,1/31/16,,,,,
9031,Berton,mac,Organic,1/27/16,1/29/16,,,,,
9032,Strark,android web,Referral,1/1/16,1/6/16,2/8/16,Chevrolet,Tahoe,2003.0,
9033,Strark,android web,Paid,1/10/16,,,,,,
9034,Berton,other,Organic,1/15/16,1/26/16,,,,,
9035,Strark,mac,Organic,1/15/16,1/28/16,2/7/16,Mercedes-Benz,C-Class,2015.0,
9036,Berton,ios web,Referral,1/11/16,1/16/16,,,,,
9037,Berton,other,Organic,1/22/16,1/22/16,,,,,
9038,Berton,windows,Organic,1/28/16,,,,,,
9039,Berton,mac,Organic,1/27/16,2/12/16,2/13/16,Subaru,Impreza,2009.0,2/21/16
9040,Strark,ios web,Organic,1/2/16,1/2/16,,,,,
9041,Strark,,Referral,1/8/16,1/16/16,1/24/16,Mazda,CX-5,2014.0,
9042,Strark,ios web,Referral,1/4/16,1/8/16,,,,,
9043,Berton,android web,Paid,1/10/16,,,,,,
9044,Strark,android web,Paid,1/26/16,2/11/16,,,,,
9045,Berton,mac,Referral,1/28/16,2/1/16,,,,,
9046,Berton,ios web,Organic,1/30/16,2/2/16,2/18/16,Toyota,RAV4,2016.0,2/20/16
9047,Strark,windows,Referral,1/11/16,1/23/16,1/15/16,Mazda,CX-7,2011.0,
9048,Berton,android web,Referral,1/27/16,1/31/16,1/31/16,Toyota,Camry,2016.0,
9049,Strark,android web,Paid,1/20/16,,,,,,
9050,Strark,android web,Paid,1/15/16,2/4/16,,,,,
9051,Strark,ios web,Paid,1/30/16,1/30/16,,,,,
9052,Strark,ios web,Referral,1/4/16,1/20/16,,,,,
